X,Y,Index_,ACCNUM,YEAR,DATE,TIME,Hour,STREET1,STREET2,OFFSET,ROAD_CLASS,District,WardNum,WardNum_X,WardNum_Y,Division,Division_X,Division_Y,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,Hood_ID,Neighbourh,ObjectId
-79.381549,43.661402,80238359,5000780857,2015,2015-05-10T04:00:00.000Z,1830,18,50 CARLTON ST, ,4 m South of,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.661402,-79.381549,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,60 to 64,Major,0,East,Bicycle,Changing Lanes, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Had Been Drinking, ,Yes, , ,Yes, , , , , , , , ,75,Church-Yonge Corridor (75),1003
-79.381549,43.661402,80238360,5000780857,2015,2015-05-10T04:00:00.000Z,1830,18,50 CARLTON ST, ,4 m South of,Major Arterial,Toronto and East York,13,0,0,51,0,0,43.661402,-79.381549,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Truck Driver,45 to 49,None,0,West,"Truck - Closed (Blazer, etc)",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes, , ,Yes, , , , , , , , ,75,Church-Yonge Corridor (75),1004
-79.402156,43.725032,80240865,5000955442,2015,2015-06-07T04:00:00.000Z,1830,18,YONGE ST,LAWRENCE AVE E, ,Major Arterial,North York,815,15,8,"32,53",53,32,43.725032,-79.402156,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,North,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Lost control,Normal, ,Yes, , , ,Yes, , , , , , , ,103,Lawrence Park South (103),1005
-79.435558,43.649817,80542794,6000951747,2016,2016-06-01T04:00:00.000Z,1940,19,DUNDAS ST W,BROCK AVE, ,Minor Arterial,Toronto and East York,9,0,0,11,0,0,43.649817,-79.435558,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,30 to 34,Major,0,West,Bicycle,Turning Left, , , , , ,Cyclist turned left across motorists path.,Disobeyed Traffic Control,Inattentive, ,Yes,Yes, , , , , , , , , , ,84,Little Portugal (84),1006
-79.402156,43.725032,80240866,5000955442,2015,2015-06-07T04:00:00.000Z,1830,18,YONGE ST,LAWRENCE AVE E, ,Major Arterial,North York,815,15,8,"32,53",53,32,43.725032,-79.402156,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,North,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal, , , , , , , ,Yes, , , ,Yes, , , , , , , ,103,Lawrence Park South (103),1007
-79.34179,43.679545,5266119,1116367,2009,2009-06-21T04:00:00.000Z,1838,18,DANFORTH AVE,WOODYCREST AVE, ,Major Arterial,Toronto and East York,14,0,0,"54,55",55,54,43.679545,-79.34179,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,30 to 34,None,0,East,"Automobile, Station Wagon",Parked,Other,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,69,Blake-Jones (69),1008
-79.34179,43.679545,5266120,1116367,2009,2009-06-21T04:00:00.000Z,1838,18,DANFORTH AVE,WOODYCREST AVE, ,Major Arterial,Toronto and East York,14,0,0,"54,55",55,54,43.679545,-79.34179,Intersection, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,0,East,Bicycle,Overtaking, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,69,Blake-Jones (69),1009
-79.477252,43.692324,80935880,7002025111,2017,2017-11-08T05:00:00.000Z,1838,18,TRETHEWEY DR,IRVING RD,20 m North of,Minor Arterial,Etobicoke York,5,0,0,12,0,0,43.692324,-79.477252,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist and Driver travelling in same direction. One vehicle rear-ended the other.,Driving Properly,Normal, ,Yes,Yes, , , , , ,Yes,Yes, , , ,112,Beechborough-Greenbrook (112),1010
-79.477252,43.692324,80935881,7002025111,2017,2017-11-08T05:00:00.000Z,1838,18,TRETHEWEY DR,IRVING RD,20 m North of,Minor Arterial,Etobicoke York,5,0,0,12,0,0,43.692324,-79.477252,Intersection,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,60 to 64,None,0,West,"Automobile, Station Wagon",Going Ahead,Improper Passing,Inattentive, , , , , , , ,Yes,Yes, , , , , ,Yes,Yes, , , ,112,Beechborough-Greenbrook (112),1011
-79.32397,43.664683,7875283,1380620,2013,2013-07-28T04:00:00.000Z,1840,18,QUEEN St E,VANCOUVER Ave, ,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.664683,-79.32397,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , , , , , ,65,Greenwood-Coxwell (65),1012
-79.32397,43.664683,7875284,1380620,2013,2013-07-28T04:00:00.000Z,1840,18,QUEEN St E,VANCOUVER Ave, ,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.664683,-79.32397,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,65,Greenwood-Coxwell (65),1013
-79.32397,43.664683,7875285,1380620,2013,2013-07-28T04:00:00.000Z,1840,18,QUEEN St E,VANCOUVER Ave, ,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.664683,-79.32397,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Vehicle Owner,unknown, ,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , , , , , , , ,65,Greenwood-Coxwell (65),1014
-79.32397,43.664683,7875286,1380620,2013,2013-07-28T04:00:00.000Z,1840,18,QUEEN St E,VANCOUVER Ave, ,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.664683,-79.32397,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,0,West,"Automobile, Station Wagon",Parked,Other,Inattentive, , , , , , , ,Yes,Yes, , , , , , , , , , ,65,Greenwood-Coxwell (65),1015
-79.32397,43.664683,7875287,1380620,2013,2013-07-28T04:00:00.000Z,1840,18,QUEEN St E,VANCOUVER Ave, ,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.664683,-79.32397,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , , , , , ,65,Greenwood-Coxwell (65),1016
-79.563464,43.653208,80632056,6001283246,2016,2016-07-21T04:00:00.000Z,2127,21,THE EAST MALL,RATHBURN RD,137 m South of,Minor Arterial,Etobicoke York,2,0,0,22,0,0,43.653208,-79.563464,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,35 to 39,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,14,Islington-City Centre West (14),1017
-79.47149,43.683345,6681679,1256606,2011,2011-08-03T04:00:00.000Z,1842,18,AILEEN AVE,KEELE ST, ,Local,Etobicoke York,5,0,0,12,0,0,43.683345,-79.47149,Mid-Block, ,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,110,Keelesdale-Eglinton West (110),1018
-79.47149,43.683345,6681680,1256606,2011,2011-08-03T04:00:00.000Z,1842,18,AILEEN AVE,KEELE ST, ,Local,Etobicoke York,5,0,0,12,0,0,43.683345,-79.47149,Mid-Block, ,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,10 to 14,Major,0,North,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Failed to Yield Right of Way,Inattentive, ,Yes,Yes, , , , , , , , , , ,110,Keelesdale-Eglinton West (110),1019
-79.36649,43.660645,5252135,1110181,2009,2009-06-19T04:00:00.000Z,1844,18,PARLIAMENT ST,OAK ST, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.660645,-79.36649,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,30 to 34,None,0, ,Other, , , , , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,72,Regent Park (72),1020
-79.36649,43.660645,5252136,1110181,2009,2009-06-19T04:00:00.000Z,1844,18,PARLIAMENT ST,OAK ST, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.660645,-79.36649,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive, , , , , , , ,Yes,Yes, , , , ,Yes, ,Yes, , , ,72,Regent Park (72),1021
-79.36649,43.660645,5252137,1110181,2009,2009-06-19T04:00:00.000Z,1844,18,PARLIAMENT ST,OAK ST, ,Minor Arterial,Toronto and East York,13,0,0,51,0,0,43.660645,-79.36649,Intersection,At Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,5 to 9,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist struck at PXO(cyclist either travel in same dir. as veh. or ride across xwalk),Other,Normal, ,Yes,Yes, , , , ,Yes, ,Yes, , , ,72,Regent Park (72),1022
-79.391277,43.643408,7875093,1380543,2013,2013-07-24T04:00:00.000Z,1845,18,FRONT ST W,BLUE JAYS WAY, ,Minor Arterial,Toronto and East York,10,0,0,52,0,0,43.643408,-79.391277,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,None,0,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,77,Waterfront Communities-The Island (77),1023
-79.391277,43.643408,7875094,1380543,2013,2013-07-24T04:00:00.000Z,1845,18,FRONT ST W,BLUE JAYS WAY, ,Minor Arterial,Toronto and East York,10,0,0,52,0,0,43.643408,-79.391277,Intersection, ,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Unknown, ,Yes,Yes, , , , , , ,Yes, , , ,77,Waterfront Communities-The Island (77),1024
-79.595607,43.717257,80178884,4003213460,2014,2014-10-31T04:00:00.000Z,1845,18,REXDALE BLVD,HIGHWAY 27  S, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717257,-79.595607,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Driver,25 to 29,None,0,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,1,West Humber-Clairville (1),1025
-79.595607,43.717257,80178885,4003213460,2014,2014-10-31T04:00:00.000Z,1845,18,REXDALE BLVD,HIGHWAY 27  S, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717257,-79.595607,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Passenger,30 to 34,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,1,West Humber-Clairville (1),1026
-79.595607,43.717257,80178886,4003213460,2014,2014-10-31T04:00:00.000Z,1845,18,REXDALE BLVD,HIGHWAY 27  S, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717257,-79.595607,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Passenger,10 to 14,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,1,West Humber-Clairville (1),1027
-79.595607,43.717257,80178887,4003213460,2014,2014-10-31T04:00:00.000Z,1845,18,REXDALE BLVD,HIGHWAY 27  S, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717257,-79.595607,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Passenger,10 to 14,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,1,West Humber-Clairville (1),1028
-79.595607,43.717257,80178888,4003213460,2014,2014-10-31T04:00:00.000Z,1845,18,REXDALE BLVD,HIGHWAY 27  S, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717257,-79.595607,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Passenger,5 to 9,None,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes, , , , , ,1,West Humber-Clairville (1),1029
-79.595607,43.717257,80178889,4003213460,2014,2014-10-31T04:00:00.000Z,1845,18,REXDALE BLVD,HIGHWAY 27  S, ,Major Arterial,Etobicoke York,1,0,0,23,0,0,43.717257,-79.595607,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,Cyclist,75 to 79,Major,0,East,Bicycle,Unknown, , , , , ,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Other,Normal, ,Yes,Yes, , , , ,Yes, , , , , ,1,West Humber-Clairville (1),1030
-79.43279,43.669645,6153492,1173424,2010,2010-06-15T04:00:00.000Z,1846,18,DOVERCOURT RD,DUPONT ST, ,Major Arterial,Toronto and East York,9,0,0,14,0,0,43.669645,-79.43279,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08", , , , , , , ,Yes,Yes, , , , , ,Yes,Yes,Yes,Yes, ,93,Dovercourt-Wallace Emerson-Junction (93),1031
-79.43279,43.669645,6153493,1173424,2010,2010-06-15T04:00:00.000Z,1846,18,DOVERCOURT RD,DUPONT ST, ,Major Arterial,Toronto and East York,9,0,0,14,0,0,43.669645,-79.43279,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Disobeyed Traffic Control,Normal, ,Yes,Yes, , , , , ,Yes,Yes,Yes,Yes, ,93,Dovercourt-Wallace Emerson-Junction (93),1032
-79.283893,43.773146,7808065,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,40 to 44,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1033
-79.283893,43.773146,7808066,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,75 to 79,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1034
-79.283893,43.773146,7808067,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Passenger,20 to 24,Minimal,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1035
-79.283893,43.773146,7808068,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Passenger,20 to 24,Minor,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1036
-79.283893,43.773146,7808069,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,20 to 24,Minor,0,North,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1037
-79.283893,43.773146,7808070,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,45 to 49,None,0,East,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol Over .08", , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1038
-79.283893,43.773146,7808071,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,25 to 29,Minor,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1039
-79.283893,43.773146,7808072,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Passenger,50 to 54,Major,0, , , , , , , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1040
-79.283893,43.773146,7808073,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Driver,25 to 29,None,0,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1041
-79.283893,43.773146,7808074,1351606,2013,2013-04-13T04:00:00.000Z,1846,18,KENNEDY RD,401 C E KENNEDY RAMP RD E, ,Expressway,Scarborough,21,0,0,41,0,0,43.773146,-79.283893,Intersection,At Intersection,Traffic Signal,Clear,Dusk,Dry,Fatal,Cyclist Collisions,Cyclist,35 to 39,Fatal,10,North,Bicycle,Going Ahead, , , , , ,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Unknown, ,Yes,Yes, , , , ,Yes,Yes,Yes,Yes,Yes, ,126,Dorset Park (126),1042
-79.35449,43.692345,6116475,1157271,2010,2010-02-04T05:00:00.000Z,1848,18,O CONNOR Driv,BEECHWOOD Cres, ,Minor Arterial,Toronto and East York,14,0,0,54,0,0,43.692345,-79.35449,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Other,unknown,None,0, ,Other,Parked, , , , , , , , , ,Yes, , , , , , , , , , , ,57,Broadview North (57),1043
-79.35449,43.692345,6116476,1157271,2010,2010-02-04T05:00:00.000Z,1848,18,O CONNOR Driv,BEECHWOOD Cres, ,Minor Arterial,Toronto and East York,14,0,0,54,0,0,43.692345,-79.35449,Mid-Block, ,No Control,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,West,Bicycle,Going Ahead, , , , , ,Cyclist strikes a parked vehicle.,Lost control,Normal, ,Yes, , , , , , , , , , , ,57,Broadview North (57),1044
-79.40479,43.652145,6665450,1249542,2011,2011-07-06T04:00:00.000Z,1850,18,DUNDAS ST W,CARLYLE ST, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.652145,-79.40479,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,55 to 59,None,0,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal, , , , , , , ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),1045
-79.40479,43.652145,6665451,1249542,2011,2011-07-06T04:00:00.000Z,1850,18,DUNDAS ST W,CARLYLE ST, ,Major Arterial,Toronto and East York,1110,10,11,14,0,0,43.652145,-79.40479,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,40 to 44,Major,0,East,Bicycle,Going Ahead, , , , , ,"Cyclist without ROW rides into path of motorist at inter, lnwy, dwy-Cyclist not turn.",Wrong Way on One Way Road,Inattentive, ,Yes,Yes, , , , , , , , , , ,78,Kensington-Chinatown (78),1046
-79.35139,43.665745,7840756,1365804,2013,2013-05-23T04:00:00.000Z,1850,18,GERRARD St E,BROADVIEW Ave, ,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.665745,-79.35139,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,East,"Automobile, Station Wagon",Parked,Failed to Yield Right of Way,Normal, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,68,North Riverdale (68),1047
-79.35139,43.665745,7840757,1365804,2013,2013-05-23T04:00:00.000Z,1850,18,GERRARD St E,BROADVIEW Ave, ,Minor Arterial,Toronto and East York,14,0,0,55,0,0,43.665745,-79.35139,Mid-Block, ,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,35 to 39,Major,0,East,Bicycle,Going Ahead, , , , , ,Cyclist struck opened vehicle door,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,68,North Riverdale (68),1048
-79.401088,43.646899,80632050,6001269035,2016,2016-07-19T04:00:00.000Z,1850,18,RICHMOND ST W,PORTLAND ST,27 m West of,Major Arterial,Toronto and East York,10,0,0,14,0,0,43.646899,-79.401088,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,50 to 54,None,0,West,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,77,Waterfront Communities-The Island (77),1049
-79.401088,43.646899,80632051,6001269035,2016,2016-07-19T04:00:00.000Z,1850,18,RICHMOND ST W,PORTLAND ST,27 m West of,Major Arterial,Toronto and East York,10,0,0,14,0,0,43.646899,-79.401088,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,0,West,Bicycle,Going Ahead, , , , , ,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,77,Waterfront Communities-The Island (77),1050
-79.49829,43.615945,5269889,1118031,2009,2009-08-09T04:00:00.000Z,1851,18,ROYAL YORK Road,JUDSON Stre, ,Minor Arterial,Etobicoke York,3,0,0,22,0,0,43.615945,-79.49829,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,50 to 54,Major,0,South,Bicycle,Going Ahead, , , , , ,"Cyclist loses control and strikes object (pole, ttc track)",Lost control,Normal, ,Yes, , , , , , , , , , , ,17,Mimico (includes Humber Bay Shores) (17),1051
-79.328388,43.659243,7559958,1326953,2012,2012-11-07T05:00:00.000Z,1853,18,LESLIE ST,LAKE SHORE BLVD E, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.659243,-79.328388,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,unknown,None,0,South,"Automobile, Station Wagon",Unknown,Other,Unknown, , , , , , , ,Yes,Yes, , , , , , , , , , ,70,South Riverdale (70),1052
-79.328388,43.659243,7559959,1326953,2012,2012-11-07T05:00:00.000Z,1853,18,LESLIE ST,LAKE SHORE BLVD E, ,Major Arterial,Toronto and East York,14,0,0,55,0,0,43.659243,-79.328388,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,East,Bicycle,Going Ahead, , , , , ,Insufficient information (to determine cyclist crash type).,Other,Unknown, ,Yes,Yes, , , , , , , , , , ,70,South Riverdale (70),1053
-79.49259,43.688145,7475084,1319643,2012,2012-09-02T04:00:00.000Z,1855,18,WESTON RD,GLENVALLEY DR, ,Minor Arterial,Etobicoke York,5,0,0,12,0,0,43.688145,-79.49259,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,0,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive, , , , , , , ,Yes,Yes, , , , , , ,Yes, , , ,115,Mount Dennis (115),1054
-79.49259,43.688145,7475085,1319643,2012,2012-09-02T04:00:00.000Z,1855,18,WESTON RD,GLENVALLEY DR, ,Minor Arterial,Etobicoke York,5,0,0,12,0,0,43.688145,-79.49259,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,45 to 49,Major,0,South,Bicycle,Going Ahead, , , , , ,Motorist turned left across cyclists path.,Driving Properly,Normal, ,Yes,Yes, , , , , , ,Yes, , , ,115,Mount Dennis (115),1055
